end_gx,type,sd,start_gx,mean_gx,rms,amplitude,mean_gy,end_time,blink_id,duration,start_time,end_gy,start_gy,peak_velocity,end_point
0.5164974378043595,saccade,,0.21851854542208338,,,1.0834597718750218,,842989.8516853933,,0.0125,842989.839165329,-0.06363001306430466,0.9780708791377406,376.8905464460078,
-3.518718191328306,saccade,,0.5668563453883055,,,6.3286785706866615,,842989.8892455859,,0.0125,842989.8767255216,6.204910420893135,1.3690339572372965,1709.2603558940968,
-2.0687430204611594,saccade,,0.88186652339115,,,5.697636086001634,,842989.9685393259,,0.075,842989.8934189406,5.248723908413132,0.3738120930684654,2866.6809070522454,
0.4023940709674847,saccade,,0.5192303678514437,,,0.3585350637011416,,842995.9447833066,,0.008333333333333333,842995.9364365971,0.23369996551826422,-0.10527517203107074,171.7230690103837,
0.44623787161397005,saccade,,0.4047432300534329,,,0.30169611440932576,,843010.355377207,,0.008333333333333333,843010.3470304976,0.18299114955906928,0.4818283443159881,70.78466859933289,
0.7938898649342702,saccade,,0.5713940419191464,,,0.569608794966789,,843015.3341894061,,0.008333333333333333,843015.3258426966,0.6216100707812895,0.09721597535019387,131.37643338907435,
0.9308506415558169,saccade,,0.8714311927184716,,,0.0852551713373571,,843029.8449438203,,0.0125,843029.832423756,0.5453167027900424,0.48417180581883335,131.83316818848542,
0.10496261309328556,saccade,,0.08791959544327572,,,0.5942363579384108,,843054.5762439808,,0.008333333333333333,843054.5678972712,0.9828482045159626,0.3888554546517218,142.23880868115538,
0.10455940128138275,saccade,,0.5096983257938084,,,1.0059225184694882,,843058.8664526484,,0.0125,843058.8539325843,1.0332049652800788,0.11246045257850257,284.12352677625915,
0.35868220467172596,saccade,,0.5038610727924404,,,0.5725743347573442,,843089.4446227929,,0.008333333333333333,843089.4362760835,0.474733613114928,-0.07914544453747574,82.55405117374512,
0.45246066214104436,saccade,,0.36810718355327504,,,0.35650220150195655,,843089.4821829855,,0.016666666666666666,843089.4654895666,-0.07299925303688147,0.27338851287693366,240.2147126188343,
0.25836714457959775,saccade,,0.24556859499640202,,,0.06732925739982018,,843089.5197431782,,0.03333333333333333,843089.4863563402,0.8401766489031437,0.9062789223298785,241.23896396584195,
0.4598101107456159,saccade,,0.41204553799929144,,,0.2538322089482147,,843089.5531300161,,0.020833333333333332,843089.5322632424,-0.2569194674348805,-0.007614559145030536,283.8632830269856,
0.30275149655062494,saccade,,0.24569211677288133,,,0.3183726528145128,,843089.5948635634,,0.0375,843089.5573033708,0.5923670974273826,0.9055884706433335,252.0664954967565,
0.3041001294418909,saccade,,0.43223474393272676,,,0.7396420581447992,,843089.6073836276,,0.008333333333333333,843089.5990369181,0.5735141383062234,-0.1549596275183714,153.1343804957522,
0.24738973984217044,saccade,,0.24556859499640202,,,0.010632137226926271,,843089.6365971108,,0.025,843089.6115569824,0.8958038182975969,0.9062789223298785,256.05553711836893,
0.4456953686110097,saccade,,0.27563220998744337,,,0.9676969532182542,,843089.6574638844,,0.0125,843089.6449438202,-0.22460258777016837,0.7280529339356395,214.96625046109062,
0.3265495131795904,saccade,,0.45327247293911266,,,0.7618468368745958,,843089.6741573034,,0.0125,843089.6616372392,0.42620012313781186,-0.32505100757665417,82.73068350804698,
0.3101596747727087,saccade,,0.36546932241787794,,,0.7038680705899487,,843089.7534510434,,0.05,843089.7033707865,0.37899280240114236,-0.32271102300419396,283.0963603072991,
0.2471637573279457,saccade,,0.3660016562753038,,,1.170701247895097,,843089.7784911718,,0.008333333333333333,843089.7701444622,0.8906455330249636,-0.2740253607669527,293.31764896486555,
0.3285811667675532,saccade,,0.3725849850729388,,,0.4319918258764849,,843089.7993579454,,0.016666666666666666,843089.7826645265,0.09271416717125736,-0.3370386982498325,294.6034758685599,
0.27280813210066424,saccade,,0.36217885192148286,,,0.9988878058468795,,843089.8452648475,,0.029166666666666667,843089.8160513644,0.6863017521663639,-0.30859538712245027,246.91978566066643,
0.30540267342638594,saccade,,0.24556859499640202,,,0.646949451944327,,843089.8744783306,,0.0125,843089.8619582665,0.26209485890301437,0.9062789223298785,255.3821574533154,
0.28627674233037453,saccade,,0.3404213299074786,,,0.574000221798322,,843089.8911717496,,0.008333333333333333,843089.8828250401,0.4766395593237428,-0.09480983447962774,192.66778086835166,
0.2954394836773372,saccade,,0.35295509278167847,,,0.7122344401986342,,843089.9162118781,,0.020833333333333332,843089.8953451043,0.3799347320712953,-0.3299850033414916,256.61336281656986,
0.3018862179450494,saccade,,0.2831317255572049,,,0.2030381063832401,,843089.9412520065,,0.016666666666666666,843089.9245585875,-0.019530925213334105,-0.22170364180078167,193.57108504366062,
0.24616480039855443,saccade,,0.2903510107975741,,,1.1842511447426787,,843089.9829855538,,0.0375,843089.9454253612,0.8883754811568947,-0.2950640499885098,266.5666735663949,
0.2546319897937998,saccade,,0.24556859499640202,,,0.24271100437129475,,843090.0247191011,,0.016666666666666666,843090.0080256822,0.6637348901852014,0.9062789223298785,284.85210462504733,
0.27895441926137965,saccade,,0.24556859499640202,,,0.7091454257089802,,843090.0706260032,,0.025,843090.0455858748,0.1979123864731614,0.9062789223298785,271.7966923182469,
0.26705046883826383,saccade,,0.2567269835766057,,,0.16708552331989981,,843090.0956661316,,0.0125,843090.0831460675,0.5461955699367107,0.7129636090731836,166.60287583585313,
0.29279460069331015,saccade,,0.24556859499640202,,,0.8195273968557126,,843090.1123595505,,0.0125,843090.0998394864,0.0881043248474892,0.9062789223298785,292.5181365864235,
0.3206114587728126,saccade,,0.24556859499640202,,,0.9679514011418816,,843090.1332263242,,0.0125,843090.1207062601,-0.058770999957930094,0.9062789223298785,232.3111713915211,
0.28206614645182176,saccade,,0.33846501804253776,,,0.7320123192822817,,843090.1624398074,,0.0125,843090.1499197432,0.40611554597769667,-0.32373160658696704,280.3898971122549,
0.36866545896083824,saccade,,0.3620758912497032,,,0.5905705729413899,,843090.1916532905,,0.008333333333333333,843090.1833065811,0.27733556545762295,-0.31321025094728216,141.16681354097238,
0.47854787639773066,saccade,,0.2571024565051454,,,0.6193086109377991,,843090.2208667736,,0.008333333333333333,843090.2125200642,0.15653985329548256,0.7349162745135701,138.17149670354817,
0.28660881840524305,saccade,,0.3957121449406561,,,0.7420825170821002,,843090.2792937399,,0.008333333333333333,843090.2709470305,0.44438664282767637,-0.28964482254108603,136.4207259140071,
0.3431183743301363,saccade,,0.2627638387774395,,,0.6084796700196827,,843090.3085072231,,0.008333333333333333,843090.3001605136,0.007319322402220219,0.6104784120315295,208.83918267741697,
0.2924383232437347,saccade,,0.3858129230248984,,,0.5302000443494351,,843090.3210272873,,0.008333333333333333,843090.3126805779,0.22198631861251455,-0.29993596913995635,93.50970465475716,
-2.0177079976114913,saccade,,0.5017294276202222,,,3.6197984933875453,,843090.5171749599,,0.0125,843090.5046548956,-2.4203402453498803,0.17920747612459412,2560.173509440874,
-5.010630318761781,saccade,,0.6021588028273145,,,5.9595360132827055,,843109.5852327448,,0.075,843109.5101123595,2.2537017719452055,0.24824813253015865,2124.410454030034,
0.538427194185986,saccade,,0.5711816099594661,,,0.45533155807669334,,843110.6410914927,,0.008333333333333333,843110.6327447833,0.6900053847164302,0.23583215555837334,109.29916136855373,
-0.026815062839965043,saccade,,0.14956853421473254,,,0.516312474701143,,843123.8288924559,,0.008333333333333333,843123.8205457464,-0.028617264883996574,0.45663303588017135,115.7741328106719,
0.2034738506857052,saccade,,0.19677086615910827,,,0.332572986065575,,843147.7756019261,,0.008333333333333333,843147.7672552167,0.8157381966210846,1.148245655164468,73.89528317294673,
0.21027866648064156,saccade,,0.20461374002960905,,,0.7139910602457504,,843147.8131621188,,0.008333333333333333,843147.8048154094,1.1661415009148353,0.4521682342242233,171.42687132610936,
,fixation,13.969009165638035,,-7.566455984007675,20.95950905822576,,-5.835147780662347,842891.0491439999,,0.0500629999442026,842890.999081,,,,
,fixation,0.27759764234380463,,0.4635981840814456,0.24497180146549596,,0.16214526112406305,842891.855883,,0.6904339999891818,842891.165449,,,,
,fixation,0.06266216452006568,,0.45095786085369005,0.013837455021221554,,0.2587265725266738,842893.7860145,,1.5336389999138191,842892.2523755,,,,
,fixation,0.2984464737424757,,0.47234719507530026,0.2818888169352058,,0.10385357426098679,842894.6955629999,,0.5910604998935014,842894.1045025,,,,
,fixation,0.05602816772250531,,0.5065568906330054,0.010296014164645224,,0.2728042751908753,842896.368823,,1.1695024999789894,842895.1993205,,,,
,fixation,0.03415799869887251,,0.48303832433655314,0.006793139533021744,,0.22487526951693446,842897.1394585,,0.4112739999545738,842896.7281845,,,,
,fixation,0.060857915457163035,,0.486724300037294,0.035253550582482605,,0.224622696013037,842897.6916155,,0.3224430000409484,842897.3691725,,,,
,fixation,0.17545681186852444,,0.755771098018217,0.11543308777389681,,0.11068640897406162,842898.541522,,0.45320499991066754,842898.0883170001,,,,
,fixation,0.08029000268160705,,0.4372700958656261,0.012729878316228248,,0.2152449926422014,842901.3478105,,2.542096499935724,842898.805714,,,,
,fixation,0.09267392763898463,,0.5256500161538042,0.0854462715936471,,0.19410581292601622,842902.0055829999,,0.216821999871172,842901.788761,,,,
,fixation,0.20286585782699168,,0.4008764777622287,0.2000801529793222,,0.19254193562528413,842902.930992,,0.5894550001248717,842902.3415369999,,,,
,fixation,0.06107080767886574,,0.22062651233886316,0.07630961750856782,,-0.07088659570999008,842904.5023165,,0.44010550004895777,842904.0622109999,,,,
,fixation,0.039644487066167786,,0.5442185746401454,0.025208475314508868,,0.20726219834039208,842906.68034,,0.598975499975495,842906.0813645,,,,
,fixation,0.14232443017647267,,0.5214693654234998,0.16105941996996628,,0.16821902247482312,842907.476191,,0.40297900000587106,842907.073212,,,,
,fixation,0.08393521189075437,,0.4660898622762861,0.012636864218933789,,0.17980181578389043,842911.1569095,,3.2572415000759065,842907.8996679999,,,,
,fixation,0.025979655380707508,,0.451095757067857,0.051959310764023464,,0.18606875984433613,842911.9810675,,0.07366150000598282,842911.907406,,,,
,fixation,0.00498633361355687,,0.5177099032881852,0.0010545961725863496,,0.21532230991012083,842912.7021925,,0.3382540000602603,842912.3639384999,,,,
,fixation,0.20592674494674987,,0.5876986046008771,0.003381075998224182,,0.2777597722676649,842934.7958815,,21.812618999974802,842912.9832625,,,,
,fixation,0.09555048287910747,,0.3187236026174162,0.007930875300826071,,0.10096843769018468,842941.888755,,6.815246999962255,842935.073508,,,,
,fixation,0.12699884185952579,,0.5330409746809432,0.009391205566619572,,0.37053516282797866,842944.4325369999,,2.074941499857232,842942.3575955001,,,,
,fixation,0.037946642013392824,,0.3514395489004024,0.01279147944561569,,0.39497659610446184,842944.7402794999,,0.10224899998866022,842944.6380304999,,,,
,fixation,0.12148184627895157,,0.4075751978974701,0.018091816144372705,,0.3719942053384135,842946.3253995,,0.8962885000510141,842945.4291109999,,,,
,fixation,0.11338363339876249,,0.500385018802641,0.017181226981011516,,0.30281429722842107,842947.4551174999,,0.8188139998819679,842946.6363035,,,,
,fixation,0.056701933422776046,,0.5637866127842249,0.007943368491199271,,0.36828309992221325,842948.1076199999,,0.24869499984197319,842947.8589250001,,,,
,fixation,0.031842457817674134,,0.518880095865213,0.011938124144378465,,0.3829561162376007,842948.967529,,0.5640925000188872,842948.4034365,,,,
,fixation,0.07003930298638535,,0.6432753344783528,0.011532837516034952,,0.5169257838134331,842950.264214,,0.3751359999878332,842949.889078,,,,
,fixation,0.08581607398711597,,0.4672252447253739,0.013274937090716062,,0.4068271878588388,842951.2211225,,0.5736350000370294,842950.6474875,,,,
,fixation,0.19336021124141659,,0.3507455462396406,0.03400703198897333,,0.4466239074273381,842953.359865,,1.6332499999552965,842951.726615,,,,
,fixation,0.017850323578890676,,0.07964962822602442,0.010177573232092217,,0.45353094340420264,842953.998694,,0.25648500001989305,842953.7422089999,,,,
,fixation,0.028591332314532557,,0.1547544277940787,0.0037168754788704807,,0.4423691606108897,842955.460794,,1.1794354999437928,842954.2813585,,,,
,fixation,0.015794459334616703,,0.45569291706865506,0.017043716138504746,,0.3635781101266138,842956.470908,,0.33024750009644777,842956.1406604999,,,,
,fixation,0.248804236340113,,0.48339821632314284,0.1387122279694488,,0.07630369491820206,842957.931969,,0.9812045000726357,842956.9507645,,,,
,fixation,0.5714904399038987,,0.2410542224889326,0.89185049468071,,0.5896786103524027,842958.003568,,0.0630730000557378,842957.940495,,,,
,fixation,0.5885132574429767,,0.27766190822862735,1.0038192839808104,,0.4488358766034373,842958.125163,,0.08737399999517947,842958.037789,,,,
,fixation,0.007425654162731343,,0.47511346469813065,0.00261684838264094,,0.35044534919713005,842959.0319635,,0.1290949999820441,842958.9028685,,,,
,fixation,0.26081398632897224,,0.35975792939417744,0.06102532635531429,,0.1145664776525265,842960.663989,,1.2649964999873191,842959.3989925,,,,
,fixation,0.23699171716514705,,0.30329712189367747,0.03487033958341777,,0.15994822703514158,842962.141577,,0.9441750000696629,842961.197402,,,,
,fixation,0.46396848066021923,,0.46644745807141297,0.7951710170071934,,-0.09010529276344381,842965.040425,,0.06795300007797778,842964.9724719999,,,,
,fixation,0.4977544133122486,,0.32930496352435146,0.6212528939000904,,-0.28944022025228006,842965.38958,,0.09134199994150549,842965.298238,,,,
,fixation,0.5939336769017232,,0.2555979901377652,1.0375903777888547,,0.445801312792777,842965.684898,,0.055240000016056,842965.629658,,,,
,fixation,0.5953779759503697,,0.25978472362281657,1.0016712072567215,,0.25314589266216353,842965.883794,,0.07336899999063462,842965.810425,,,,
,fixation,49.87417910550744,,-22.492365123368355,78.13927019017993,,42.75989167760362,842967.318459,,0.23445600003469735,842967.0840029999,,,,
,fixation,0.1338270889206811,,0.3823903821493513,0.017565339890078364,,0.37861834221987695,842968.3378095,,0.6234070000937209,842967.7144025,,,,
,fixation,0.34695982701865585,,0.43521638114298067,0.5063661024743125,,0.33118485967013567,842968.831107,,0.14788199996110052,842968.683225,,,,
,fixation,0.3030356822457952,,0.5100035065082206,0.16387078077030418,,0.1109871931288839,842971.671922,,2.023943500011228,842969.6479785,,,,
,fixation,51.64234109136417,,-34.92768742643197,57.74747454285038,,36.86449983447782,842972.342673,,0.09086699993349612,842972.251806,,,,
,fixation,0.0020851442704844726,,0.5481911080356275,0.0013297136326816178,,0.4542186321610702,842972.7773859999,,0.1767139999428764,842972.600672,,,,
,fixation,0.0007501642082153489,,0.7363720689405977,0.0005784642012395384,,0.406763942906652,842973.3965745,,0.1920745000243187,842973.2045,,,,
,fixation,0.4920831342585179,,0.16265149359043599,0.7855495896060827,,0.4282786238995772,842975.714804,,0.056637999950908124,842975.658166,,,,
,fixation,0.4230072416407892,,0.16059328113066115,0.7052933387902741,,0.5214895030363146,842976.034154,,0.06371000001672655,842975.970444,,,,
,fixation,0.3556854065566799,,0.1820579526668373,0.6196295156486052,,0.5932435055450596,842976.417747,,0.0624499999685213,842976.355297,,,,
,fixation,0.26748652456619004,,0.6297142600287801,0.1536827365257069,,0.21511085740237335,842977.913922,,1.3480899999849498,842976.565832,,,,
,fixation,39.837057893147254,,-13.577682890985018,67.82518909389023,,36.076789074115545,842983.455797,,0.12882899993564934,842983.326968,,,,
,fixation,30.20001207942614,,-9.059837686642005,48.25572228624418,,21.680867195177363,842985.225232,,0.10246900003403425,842985.122763,,,,
,fixation,0.4541226723432794,,0.35912631074151347,0.4587526877606965,,-0.29348763591697913,842987.712571,,0.060938999988138676,842987.651632,,,,
,fixation,36.48459776312553,,-13.828486988883148,68.02441060582201,,30.19321453885938,842988.896995,,0.08404999994672835,842988.812945,,,,
,fixation,51.36434109754633,,-32.93733590157255,74.22759714027097,,44.55729401665774,842989.131457,,0.08405500010121614,842989.0474019999,,,,
,fixation,1.9990021372822084,,0.6145739461115556,2.1848062318674337,,-0.2023352987161773,842989.361453,,0.12213000003248453,842989.239323,,,,
,fixation,43.46796515869856,,-18.785733293268123,69.6484750451935,,27.618119777607642,842989.648354,,0.14903299999423325,842989.499321,,,,
,fixation,0.18375696735390837,,0.8183563633506161,0.04703448580504328,,0.22459579017263107,842990.642373,,0.6697035001125187,842989.9726694999,,,,
,fixation,0.1384143688623401,,0.4447207814622487,0.027519480774918517,,0.3177103886722234,842992.5596205,,1.1619634999660775,842991.397657,,,,
,fixation,0.038321349070199545,,0.6121180156542297,0.011269824546925494,,0.03489665600762875,842993.345253,,0.4448100000154227,842992.900443,,,,
,fixation,0.035087909272094035,,0.6276710554153397,0.0327713550757626,,0.04454410543244733,842995.288417,,0.5087849999545142,842994.779632,,,,
,fixation,0.4603834809657361,,0.40321824610507634,0.8368422321520973,,0.21928946995041476,842995.939792,,0.05292200006078929,842995.8868699999,,,,
,fixation,0.09619715289844134,,0.5195859260710305,0.17109773875536968,,-0.16447965241865958,842996.020297,,0.06595299998298287,842995.954344,,,,
,fixation,0.06498498923451759,,0.6197644388697505,0.0821222158777612,,0.033572342996725325,842996.789143,,0.3137660000938922,842996.4753769999,,,,
,fixation,0.07722070289476833,,0.6172009610672702,0.10332641433991369,,0.01785853917553471,842998.162698,,0.8930859999964014,842997.269612,,,,
,fixation,0.0692185697847731,,0.44148625678792025,0.1166672984401741,,-0.0011214826894293491,842998.86048,,0.35885800002142787,842998.501622,,,,
,fixation,0.049114789761462094,,0.44631305166930657,0.08678186215886406,,0.04109992924687402,842999.994141,,0.1673960000043735,842999.826745,,,,
,fixation,0.0521221807614215,,0.43560117131102105,0.09080670833761098,,0.03841699368687285,843001.948022,,0.65409000008367,843001.293932,,,,
,fixation,0.059825396438700114,,0.5380756311896707,0.0893077235910877,,0.01054582858049716,843002.516389,,0.27339900005608797,843002.2429899999,,,,
,fixation,0.06376692652751265,,0.4730760223939083,0.09513875953561471,,0.03369127068700368,843003.035739,,0.0987249999307096,843002.937014,,,,
,fixation,0.06572695445194754,,0.45192397495495373,0.08582956270892335,,0.03489558652883715,843004.823579,,0.8350939999800175,843003.988485,,,,
,fixation,0.057767926417268405,,0.516868057531069,0.08735704892233284,,0.029257131267574857,843005.99546,,0.1709330000448972,843005.824527,,,,
,fixation,0.04971910555438069,,0.4383831429313278,0.0820421491563449,,0.02963435746577455,843006.789881,,0.27444499998819083,843006.515436,,,,
,fixation,0.046795607604561695,,0.5450337799900052,0.08682533268286423,,0.023767563575552486,843007.256452,,0.15442500007338822,843007.1020269999,,,,
,fixation,0.0723096485234188,,0.5212427269963248,0.08705544088997776,,0.027787000098029778,843008.023121,,0.4174600000260398,843007.605661,,,,
,fixation,0.048580780274594455,,0.4510755114987982,0.0793948222619491,,0.03165861808966819,843009.829037,,0.8277920000255108,843009.0012449999,,,,
,fixation,0.17445556037640686,,0.448367366674668,0.2796652483808695,,0.2601267055381717,843010.349233,,0.14675099996384233,843010.202482,,,,
,fixation,0.1124047184761058,,0.4514713660188434,0.14759951376683425,,0.04192815455217089,843010.653349,,0.28662999998778105,843010.366719,,,,
,fixation,0.05090252695016954,,0.44225643139993664,0.08906863793647608,,0.04654624370920673,843011.42188,,0.48094300006050617,843010.940937,,,,
,fixation,0.12795373607755403,,0.4885924777406999,0.1587364313624964,,0.05781014454338491,843013.219971,,0.9003419999498874,843012.319629,,,,
,fixation,0.10971711394428232,,0.5488006489479931,0.14220087882390312,,0.29102066702734425,843014.3920895,,0.3823774999473244,843014.009712,,,,
,fixation,0.23261110067618054,,0.6702707204270871,0.3985571246069067,,0.12722225511634314,843015.330734,,0.0736559999641031,843015.257078,,,,
,fixation,0.15934647836370322,,0.569384044916137,0.22185862799512931,,0.04659840459384936,843015.499291,,0.15440899995155632,843015.344882,,,,
,fixation,0.03076036323890188,,0.47678067765352933,0.03722125084375611,,0.09818923025173486,843015.9988269999,,0.06528499990236014,843015.933542,,,,
,fixation,0.062474315261676454,,0.4483717299191472,0.11074571997074406,,0.0817697957300107,843016.457448,,0.2034849999472499,843016.253963,,,,
,fixation,0.07583092249368253,,0.5078098440311419,0.11854362587482709,,0.05661180899747668,843018.619644,,0.37630799994803965,843018.243336,,,,
,fixation,0.08301784463986636,,0.5774024588969003,0.10921807741384032,,-0.022041849063026253,843021.24719,,1.2517249999800697,843019.995465,,,,
,fixation,0.21579306301637408,,0.5479111584870677,0.2855094990697644,,0.40439882101578023,843022.1267349999,,0.5326539999805391,843021.594081,,,,
,fixation,0.07428518635370206,,0.5357904670500206,0.11309786883525696,,0.12185597171111376,843022.674397,,0.11037000000942498,843022.564027,,,,
,fixation,0.07806353225801782,,0.5168737728944273,0.1346328138964917,,-0.0002932123943148944,843024.037359,,0.48520549992099404,843023.5521535,,,,
,fixation,0.1221787054457517,,0.5110634391655723,0.20594298456843468,,-0.024700771567223008,843025.619552,,0.5920119999209419,843025.02754,,,,
,fixation,0.20052500711029336,,0.49630766053572745,0.30019969315760564,,0.42617890661623453,843027.8574925,,0.2696914999978617,843027.587801,,,,
,fixation,0.17977566968284106,,0.4846963426726804,0.06241504295407189,,0.2727775424809862,843028.5740029999,,0.37038699991535395,843028.203616,,,,
,fixation,0.09944587861163437,,0.5501335452549714,0.17816605905925015,,0.016882565293252137,843029.324533,,0.14091600000392646,843029.183617,,,,
,fixation,0.2779989912887556,,0.7248400762914297,0.5612443844327629,,0.3276570281985865,843029.837201,,0.08331399993039668,843029.753887,,,,
,fixation,0.10478465978817357,,0.5528624554063323,0.18492097696392906,,0.03330306691628947,843030.0829009999,,0.23151599999982864,843029.8513849999,,,,
,fixation,0.13170586632123513,,0.6157849857237528,0.023508590324401366,,0.4382471572454286,843031.4995955001,,1.1527505000121891,843030.346845,,,,
,fixation,0.10813778292326515,,0.7622448412114172,0.03209274198233034,,0.33788204143554385,843032.105043,,0.2535139999818057,843031.851529,,,,
,fixation,0.14503716384184376,,0.8053366353499614,0.01517128347918492,,0.37972006123357854,843038.7594115001,,5.1612600000808015,843033.5981515,,,,
,fixation,0.0437686196549697,,0.17808724785436958,0.015784448046631597,,0.38917680874072036,843039.387653,,0.27291200007312,843039.1147409999,,,,
,fixation,0.28477804369057963,,0.3574719168367048,0.047841392257785664,,0.385792047899615,843040.135297,,0.5179769999813288,843039.61732,,,,
,fixation,0.06158601035053126,,0.5300019871375423,0.01004818793444218,,0.42777136047225056,843042.0644035,,1.3093510000035167,843040.7550524999,,,,
,fixation,0.12499688111862844,,0.4996643162755227,0.015923891288048202,,0.39388504622890885,843043.211344,,0.7728925000410527,843042.4384514999,,,,
,fixation,0.051034531942313034,,0.5691873537347409,0.010099347308669163,,0.48602034435941793,843043.9237945,,0.3745564998826012,843043.5492380001,,,,
,fixation,0.0939906340247208,,0.8968177414460434,0.008237112569191334,,0.33985433866287856,843048.8320625001,,4.593002000125125,843044.2390604999,,,,
,fixation,0.09381403511239726,,0.35147645422596874,0.01674496937501053,,0.352309113021076,843049.9833265,,0.7988380000460893,843049.1844885,,,,
,fixation,0.045430288392809014,,0.3728501133851442,0.02499271621023219,,0.3065414755439951,843051.102917,,0.12817199993878603,843050.974745,,,,
,fixation,0.009454356416441628,,0.49266888670920067,0.0032840020830033675,,0.26667685632270693,843051.604458,,0.1941790001001209,843051.410279,,,,
,fixation,0.019850108542746103,,0.9472899180288143,0.0030830942642783407,,0.3258945410511952,843052.47716,,0.5458494999911636,843051.9313105,,,,
,fixation,0.021675492022955843,,0.24734092657901866,0.011984812530559354,,0.412090312133874,843053.5259080001,,0.165832000086084,843053.360076,,,,
,fixation,0.032669250045035854,,0.5952615443651909,0.028635916916517505,,0.40386800059458383,843054.051786,,0.17778000002726912,843053.874006,,,,
,fixation,0.3265414315252077,,0.09705313893923022,0.6475031853252822,,0.7200637366240494,843054.569413,,0.05682699999306351,843054.512586,,,,
,fixation,0.01827984268681504,,0.08752206891976043,0.02367482719429615,,0.38806026152412576,843054.7435985,,0.16505199996754527,843054.5785465001,,,,
,fixation,0.051617760315349925,,0.6203520715933745,0.009199082145900903,,0.43408455679155905,843055.7367505,,0.3540945000713691,843055.382656,,,,
,fixation,0.02372038821941594,,0.4528467233526327,0.007305757657816165,,0.37365867930261326,843056.318496,,0.267727000056766,843056.050769,,,,
,fixation,0.14795421394115668,,0.8170227693870853,0.02637182551227915,,0.27743453181162164,843057.1862485,,0.5344940000213683,843056.6517545,,,,
,fixation,0.18838615764929073,,0.3859017550883197,0.20415407837600477,,0.3385243717079394,843057.8182359999,,0.12479399994481355,843057.693442,,,,
,fixation,0.04796953678677969,,0.4111570403914554,0.019545538649493162,,0.23978982279577424,843058.4145134999,,0.33091349992901087,843058.0836,,,,
,fixation,0.04545241832608557,,0.48414127594689105,0.03712275390739548,,0.24791254796984166,843059.1620439999,,0.28695199987851083,843058.875092,,,,
,fixation,0.031719433085054795,,0.5027912235629652,0.018309175774705585,,0.21578622221578347,843060.009918,,0.47229950001928955,843059.5376185,,,,
,fixation,0.03654533152095281,,0.5391485711516047,0.01504541161553924,,0.24197564143258732,843060.8698165,,0.37895849999040365,843060.490858,,,,
,fixation,0.03847477070061988,,0.08868296746451054,0.04914363605284477,,0.376543273889319,843061.55915,,0.30447400000412017,843061.254676,,,,
,fixation,0.06214358722802417,,0.11786186242792338,0.1096291540669982,,0.3753963199415189,843061.911299,,0.12918650009669363,843061.7821124999,,,,
,fixation,0.08895915619072646,,0.12890978551943583,0.14737714886258085,,0.3691260016556343,843063.431012,,0.7767430000239983,843062.6542689999,,,,
,fixation,0.07454259148849184,,0.14638831395892857,0.12849668315393065,,0.36054041993760727,843063.8464779999,,0.20468199998140335,843063.641796,,,,
,fixation,0.09464935077553094,,0.13776969837901876,0.15847525287316194,,0.3616078748635924,843064.517186,,0.42990099999587983,843064.087285,,,,
,fixation,0.07419358478813351,,0.1395698454069705,0.12162223463644792,,0.37267264397283717,843064.9909645,,0.21599549998063594,843064.774969,,,,
,fixation,0.08116482307882299,,0.13130062846064328,0.1302847324447948,,0.35125442341842184,843065.3814889999,,0.07665499998256564,843065.304834,,,,
,fixation,0.079244828908918,,0.10234727691654859,0.13143394938170022,,0.408864073589128,843066.105474,,0.4848459999775514,843065.620628,,,,
,fixation,0.046583024901998706,,0.5043638989414948,0.008712904383441097,,0.4148650584597151,843067.8521745,,0.6810075000394136,843067.171167,,,,
,fixation,0.08261243635751991,,0.5107599652089883,0.015342757968867943,,0.3907578756233914,843070.3826935,,2.190279999980703,843068.1924135,,,,
,fixation,0.10347341355670052,,0.5842166467056822,0.023125285078548895,,0.4008129060397375,843072.041168,,1.2207494999747723,843070.8204185,,,,
,fixation,0.02329754493419872,,0.47398456215483437,0.015057709412091244,,0.509721095494658,843073.074495,,0.1283849999308586,843072.94611,,,,
,fixation,0.039160760310415925,,0.5134631940040414,0.016370782146559147,,0.4626422263601132,843074.0504465,,0.34596049995161593,843073.704486,,,,
,fixation,0.1458288367895983,,0.17277051081958522,0.028820229497767004,,0.39104420393760936,843075.118622,,0.4121710000326857,843074.706451,,,,
,fixation,0.13138050620387598,,0.10557323255040756,0.01923840989256874,,0.439591642761742,843077.8334885,,1.6310940000694245,843076.2023944999,,,,
,fixation,0.012306558693717669,,0.11617881465808919,0.016532454947577144,,0.4729779533548733,843078.304433,,0.17538950010202825,843078.1290434999,,,,
,fixation,0.030441160120913323,,0.12578388375187705,0.04749276038659963,,0.47402013841616514,843079.250487,,0.20767949998844415,843079.0428075,,,,
,fixation,0.01821062202200572,,0.09861913349161781,0.018068029190791875,,0.43324269965672346,843080.097636,,0.2522744999732822,843079.8453615,,,,
,fixation,0.014115872558605016,,0.11329002428851848,0.017068599511103698,,0.506435582147027,843080.987308,,0.22223750001285225,843080.7650705,,,,
,fixation,0.03893260523170571,,0.10631213767664638,0.01989850923371586,,0.4694530178162899,843082.0299879999,,0.8240664999466389,843081.2059215,,,,
,fixation,0.030617651103320213,,0.09069523575891357,0.044708940312091126,,0.4568591960105732,843083.433229,,0.3097169999964535,843083.123512,,,,
